link,rank,name,name_link,adjust_gross,unadjust_gross,open_date
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,1,The Hunger Games: Catching Fire,http://www.boxofficemojo.com//movies/?id=catchingfire.htm,456453800,424668047,11/22/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,3,The Hunger Games: Mockingjay - Part 2,http://www.boxofficemojo.com//movies/?id=hungergames4.htm,289346300,281723902,11/20/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,4,Stepmom,http://www.boxofficemojo.com//movies/?id=stepmom.htm,165388400,91137662,12/25/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,5,For Love of the Game,http://www.boxofficemojo.com//movies/?id=forloveofthegame.htm,61857200,35188640,9/17/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,7,Sucker Punch,http://www.boxofficemojo.com//movies/?id=suckerpunch.htm,41346700,36392502,3/25/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,8,Life as a House,http://www.boxofficemojo.com//movies/?id=lifeasahouse.htm,24718900,15667270,10/26/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,10,The Ruins,http://www.boxofficemojo.com//movies/?id=ruins.htm,21681800,17432844,4/4/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,12,Inherent Vice,http://www.boxofficemojo.com//movies/?id=inherentvice.htm,8901900,8110975,12/12/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,13,The Dangerous Lives of Altar Boys,http://www.boxofficemojo.com//movies/?id=dangerouslivesofaltarboys.htm,2791000,1815864,6/14/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,15,Donnie Darko (2017 Re-Release),http://www.boxofficemojo.com//movies/?id=donniedarko2017.htm,2106800,1478493,3/31/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,17,The Messenger,http://www.boxofficemojo.com//movies/?id=messenger09.htm,1278300,1109660,11/13/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,19,Time Out of Mind,http://www.boxofficemojo.com//movies/?id=timeoutofmind.htm,174900,166775,9/9/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,21,Lovesong,http://www.boxofficemojo.com//movies/?id=lovesong.htm,10700,10626,2/17/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,23,The Wait,http://www.boxofficemojo.com//movies/?id=wait.htm,2800,2480,1/10/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,2,The Hunger Games: Mockingjay - Part 1,http://www.boxofficemojo.com//movies/?id=hungergames3.htm,363691200,337135885,11/21/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,6,Pride and Prejudice,http://www.boxofficemojo.com//movies/?id=prideandprejudice05.htm,53335200,38405088,11/11/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,9,Into the Wild,http://www.boxofficemojo.com//movies/?id=intothewild.htm,23742500,18354356,9/21/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,11,Saved!,http://www.boxofficemojo.com//movies/?id=saved.htm,12856600,8940582,5/28/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,14,Donnie Darko,http://www.boxofficemojo.com//movies/?id=donniedarko.htm,2106800,1478493,10/26/01
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,16,The Neon Demon,http://www.boxofficemojo.com//movies/?id=theneondemon.htm,1373500,1333124,6/24/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,18,The United States of Leland,http://www.boxofficemojo.com//movies/?id=unitedstatesofleland.htm,494500,343847,4/2/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,20,The Go-Getter,http://www.boxofficemojo.com//movies/?id=gogetter.htm,14800,11931,6/6/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jenamalone.htm,22,In Our Nature,http://www.boxofficemojo.com//movies/?id=inournature.htm,7300,6543,12/7/12
http://www.boxofficemojo.com/people/chart/?view=Director&id=mortentyldum.htm,1,Passengers (2016),http://www.boxofficemojo.com//movies/?id=passengers2016.htm,101290800,100014699,12/21/16
http://www.boxofficemojo.com/people/chart/?view=Director&id=mortentyldum.htm,3,Headhunters,http://www.boxofficemojo.com//movies/?id=headhunters.htm,1328500,1200010,4/27/12
http://www.boxofficemojo.com/people/chart/?view=Director&id=mortentyldum.htm,2,The Imitation Game,http://www.boxofficemojo.com//movies/?id=imitationgame.htm,100004000,91125683,11/28/14
http://www.boxofficemojo.com/people/chart/?view=Director&id=mortentyldum.htm,4,Fallen Angels,http://www.boxofficemojo.com//movies/?id=fallenangels.htm,310600,163145,1/21/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,1,Guardians of the Galaxy,http://www.boxofficemojo.com//movies/?id=marvel2014a.htm,367715700,333176600,8/1/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,3,Sing,http://www.boxofficemojo.com//movies/?id=illumination2016.htm,273784800,270329045,12/21/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,5,Wreck-It Ralph,http://www.boxofficemojo.com//movies/?id=rebootralph.htm,210339300,189422889,11/2/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,7,Kong: Skull Island,http://www.boxofficemojo.com//movies/?id=legendary2016.htm,169403700,168052812,3/10/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,9,Gangs of New York,http://www.boxofficemojo.com//movies/?id=gangsofnewyork.htm,116295200,77812000,12/20/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,10,The Thin Red Line,http://www.boxofficemojo.com//movies/?id=thinredline.htm,64081700,36400491,12/25/98
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,12,The Hours,http://www.boxofficemojo.com//movies/?id=hours.htm,61719200,41675994,12/27/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,14,Casualties of War,http://www.boxofficemojo.com//movies/?id=casualtiesofwar.htm,41998700,18671317,8/18/89
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,16,Magnolia,http://www.boxofficemojo.com//movies/?id=magnolia.htm,37265800,22455976,12/17/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,18,A Prairie Home Companion,http://www.boxofficemojo.com//movies/?id=prairiehomecompanion.htm,27734600,20342852,6/9/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,20,The Good Girl,http://www.boxofficemojo.com//movies/?id=goodgirl.htm,21546200,14018296,8/7/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,22,The Lobster (US Release),http://www.boxofficemojo.com//movies/?id=thelobster.htm,9324900,9077245,5/13/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,24,Cedar Rapids,http://www.boxofficemojo.com//movies/?id=cedarrapids.htm,7795100,6861102,2/11/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,26,Carnage (2011),http://www.boxofficemojo.com//movies/?id=carnage2011.htm,2874900,2547047,12/16/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,28,We Need to Talk About Kevin,http://www.boxofficemojo.com//movies/?id=weneedtotalkaboutkevin.htm,1951400,1738692,12/9/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,30,Terri,http://www.boxofficemojo.com//movies/?id=terri.htm,737600,655802,7/1/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,32,The Extra Man,http://www.boxofficemojo.com//movies/?id=extraman.htm,509200,453377,7/30/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,34,Hard Eight,http://www.boxofficemojo.com//movies/?id=hardeight.htm,433000,222559,2/28/97
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,35,Tale of Tales,http://www.boxofficemojo.com//movies/?id=taleoftales.htm,121700,118925,4/22/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,37,Entertainment,http://www.boxofficemojo.com//movies/?id=entertainment.htm,57200,55506,11/13/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,2,The Perfect Storm,http://www.boxofficemojo.com//movies/?id=perfectstorm.htm,302557100,182618434,6/30/00
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,4,Chicago,http://www.boxofficemojo.com//movies/?id=chicago.htm,252776000,170687518,12/27/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,6,Talladega Nights: The Ballad of Ricky Bobby,http://www.boxofficemojo.com//movies/?id=talladeganights.htm,202068000,148213377,8/4/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,8,Step Brothers,http://www.boxofficemojo.com//movies/?id=stepbrothers.htm,124956300,100468793,7/25/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,11,For Love of the Game,http://www.boxofficemojo.com//movies/?id=forloveofthegame.htm,61857200,35188640,9/17/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,13,Boogie Nights,http://www.boxofficemojo.com//movies/?id=boogienights.htm,51363300,26400640,10/10/97
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,15,9,http://www.boxofficemojo.com//movies/?id=9.htm,37829700,31749894,9/9/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,17,Dark Water,http://www.boxofficemojo.com//movies/?id=darkwater.htm,35487800,25473352,7/8/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,19,Walk Hard: The Dewey Cox Story,http://www.boxofficemojo.com//movies/?id=walkhard.htm,23246400,18317151,12/21/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,21,Cirque du Freak: The Vampire's Assistant,http://www.boxofficemojo.com//movies/?id=cirquedufreak.htm,16275300,13869515,10/23/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,23,Cyrus,http://www.boxofficemojo.com//movies/?id=cyrus.htm,8389600,7468936,6/18/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,25,State of Grace,http://www.boxofficemojo.com//movies/?id=stateofgrace.htm,4035500,1911542,9/14/90
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,27,Year of the Dog,http://www.boxofficemojo.com//movies/?id=yearofthedog.htm,1999000,1540141,4/13/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,31,When Marnie Was There,http://www.boxofficemojo.com//movies/?id=whenmarniewasthere.htm,605300,561085,5/22/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,33,The Promotion,http://www.boxofficemojo.com//movies/?id=promotion.htm,508300,408709,6/6/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=johncreilly.htm,36,Life After Beth,http://www.boxofficemojo.com//movies/?id=lifeafterbeth.htm,97600,88273,8/15/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,1,Cars 3,http://www.boxofficemojo.com//movies/?id=cars3.htm,152652700,152901115,6/16/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,3,The Lone Ranger,http://www.boxofficemojo.com//movies/?id=loneranger.htm,101709100,89302115,7/3/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,5,The Man From U.N.C.L.E.,http://www.boxofficemojo.com//movies/?id=uncle.htm,49157300,45445109,8/14/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,8,Nocturnal Animals,http://www.boxofficemojo.com//movies/?id=nocturnalanimals.htm,10829300,10663357,11/18/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,10,Billy: The Early Years of Billy Graham,http://www.boxofficemojo.com//movies/?id=billyearlyyears.htm,432000,347328,10/10/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,2,The Social Network,http://www.boxofficemojo.com//movies/?id=socialnetwork.htm,108099500,96962694,10/1/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,4,Mirror Mirror,http://www.boxofficemojo.com//movies/?id=untitledsnowwhite.htm,71439700,64935167,3/30/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,6,J. Edgar,http://www.boxofficemojo.com//movies/?id=jedgar.htm,42534300,37306030,11/9/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,7,The Birth of a Nation,http://www.boxofficemojo.com//movies/?id=thebirthofanation.htm,16114200,15861566,10/7/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=armiehammer.htm,9,Free Fire,http://www.boxofficemojo.com//movies/?id=freefire.htm,1795300,1799312,4/21/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,2,Bridesmaids,http://www.boxofficemojo.com//movies/?id=wiigapatow.htm,187690600,169106725,5/13/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,4,Neighbors,http://www.boxofficemojo.com//movies/?id=townies.htm,161095900,150157400,5/9/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,6,Spy,http://www.boxofficemojo.com//movies/?id=susancooper.htm,119957300,110825712,6/5/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,8,Annie (2014),http://www.boxofficemojo.com//movies/?id=annie2014.htm,93784200,85911262,12/19/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,10,Get Him to the Greek,http://www.boxofficemojo.com//movies/?id=gethimtothegreek.htm,68490800,60974475,6/4/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,12,Neighbors 2: Sorority Rising,http://www.boxofficemojo.com//movies/?id=universalcomedy2016.htm,56737700,55455765,5/20/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,14,This is Where I Leave You,http://www.boxofficemojo.com//movies/?id=thisiswhereileaveyou.htm,37355000,34296320,9/19/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,16,The Place Beyond the Pines,http://www.boxofficemojo.com//movies/?id=placebeyondthepines.htm,22808300,21403519,3/29/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,18,Wicker Park,http://www.boxofficemojo.com//movies/?id=wickerpark.htm,18695800,13001257,9/3/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,20,The Meddler,http://www.boxofficemojo.com//movies/?id=themeddler.htm,4376400,4267218,4/22/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,22,I Capture the Castle,http://www.boxofficemojo.com//movies/?id=icapturethecastle.htm,1746100,1179035,7/11/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,24,Adult Beginners,http://www.boxofficemojo.com//movies/?id=adultbeginners.htm,113100,108808,4/24/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,1,Troy,http://www.boxofficemojo.com//movies/?id=troy.htm,191798400,133378256,5/14/04
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,3,X-Men: First Class,http://www.boxofficemojo.com//movies/?id=xmenfirstclass.htm,162390800,146408305,6/3/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,5,X-Men: Apocalypse,http://www.boxofficemojo.com//movies/?id=x-men2016.htm,159078800,155442489,5/27/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,7,Knowing,http://www.boxofficemojo.com//movies/?id=knowing.htm,95713400,79957634,3/20/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,9,Insidious Chapter 2,http://www.boxofficemojo.com//movies/?id=insidious2.htm,93761200,83586447,9/13/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,11,Insidious,http://www.boxofficemojo.com//movies/?id=insidious.htm,59846300,54009150,4/1/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,13,The Internship,http://www.boxofficemojo.com//movies/?id=internship.htm,47604700,44672764,6/7/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,15,28 Weeks Later,http://www.boxofficemojo.com//movies/?id=28weekslater.htm,37172300,28638916,5/11/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,17,Marie Antoinette,http://www.boxofficemojo.com//movies/?id=marieantoinette.htm,21762600,15962471,10/20/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,19,Sunshine,http://www.boxofficemojo.com//movies/?id=sunshine06.htm,4771000,3675753,7/20/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,21,Adam,http://www.boxofficemojo.com//movies/?id=adam.htm,2723200,2277396,7/29/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,23,City of Ghosts,http://www.boxofficemojo.com//movies/?id=cityofghosts.htm,529000,357197,4/25/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=rosebyrne.htm,25,The Dead Girl,http://www.boxofficemojo.com//movies/?id=deadgirl.htm,25800,19875,12/29/06
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,1,Batman v Superman: Dawn of Justice,http://www.boxofficemojo.com//movies/?id=superman2015.htm,341667400,330360194,3/25/16
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,3,300,http://www.boxofficemojo.com//movies/?id=300.htm,273370800,210614939,3/9/07
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,5,Watchmen,http://www.boxofficemojo.com//movies/?id=watchmen.htm,128694700,107509799,3/6/09
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,7,Legend of the Guardians: The Owls of Ga'Hoole,http://www.boxofficemojo.com//movies/?id=guardiansofgahoole.htm,62538500,55675313,9/24/10
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,2,Man of Steel,http://www.boxofficemojo.com//movies/?id=superman2012.htm,310147500,291045518,6/14/13
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,6,Dawn of the Dead,http://www.boxofficemojo.com//movies/?id=dawnofthedead.htm,84872300,59020957,3/19/04
http://www.boxofficemojo.com/people/chart/?view=Director&id=zacksnyder.htm,8,Sucker Punch,http://www.boxofficemojo.com//movies/?id=suckerpunch.htm,41346700,36392502,3/25/11
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,1,Tyler Perry's Madea Goes to Jail,http://www.boxofficemojo.com//movies/?id=madeagoestojail.htm,112568200,90508336,2/20/09
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,3,Tyler Perry's Madea's Witness Protection,http://www.boxofficemojo.com//movies/?id=madeaswitnessprotection.htm,75357800,65653242,6/29/12
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,5,Tyler Perry's Why Did I Get Married?,http://www.boxofficemojo.com//movies/?id=whydidigetmarried.htm,71653600,55204525,10/12/07
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,7,Tyler Perry's Why Did I Get Married Too?,http://www.boxofficemojo.com//movies/?id=whydidigetmarriedtoo.htm,67503900,60095852,4/2/10
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,9,Tyler Perry's Temptation: Confessions of a Marriage Counselor,http://www.boxofficemojo.com//movies/?id=marriagecounselor.htm,58455900,51975354,3/29/13
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,11,Tyler Perry's Meet the Browns,http://www.boxofficemojo.com//movies/?id=meetthebrowns.htm,52206200,41975388,3/21/08
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,13,Tyler Perry's The Family That Preys,http://www.boxofficemojo.com//movies/?id=familythatpreys.htm,46149100,37105289,9/12/08
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,15,Tyler Perry's Daddy's Little Girls,http://www.boxofficemojo.com//movies/?id=daddyslittlegirls.htm,40713200,31366978,2/14/07
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,17,Tyler Perry's The Single Moms Club,http://www.boxofficemojo.com//movies/?id=singlemomsclub.htm,17816000,15973881,3/14/14
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,2,Tyler Perry's Madea's Family Reunion,http://www.boxofficemojo.com//movies/?id=madeasfamilyreunion.htm,86243300,63257940,2/24/06
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,4,Boo! A Madea Halloween,http://www.boxofficemojo.com//movies/?id=booamadeahalloween.htm,74372300,73206343,10/21/16
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,6,Tyler Perry's Diary of a Mad Black Woman,http://www.boxofficemojo.com//movies/?id=diaryofamadblackwoman.htm,70538800,50633099,2/25/05
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,8,Tyler Perry's Madea's Big Happy Family,http://www.boxofficemojo.com//movies/?id=madeasbighappyfamily.htm,59110900,53345287,4/22/11
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,10,Tyler Perry's A Madea Christmas,http://www.boxofficemojo.com//movies/?id=madeachristmas.htm,57043200,52543354,12/13/13
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,14,For Colored Girls,http://www.boxofficemojo.com//movies/?id=forcoloredgirls.htm,42380700,37729698,11/5/10
http://www.boxofficemojo.com/people/chart/?view=Writer&id=tylerperry.htm,16,Tyler Perry's Good Deeds,http://www.boxofficemojo.com//movies/?id=gooddeeds.htm,39467600,35025791,2/24/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,2,The Jungle Book (2016),http://www.boxofficemojo.com//movies/?id=junglebook2015.htm,372476800,364001123,4/15/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,6,Thor,http://www.boxofficemojo.com//movies/?id=thor.htm,200630000,181030624,5/6/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,8,Star Trek Beyond,http://www.boxofficemojo.com//movies/?id=startrek2016.htm,166667000,158848340,7/22/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,10,Pacific Rim,http://www.boxofficemojo.com//movies/?id=pacificrim.htm,115936400,101802906,7/12/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,12,Takers,http://www.boxofficemojo.com//movies/?id=bonedeep.htm,64862900,57744720,8/27/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,14,Ghost Rider: Spirit of Vengeance,http://www.boxofficemojo.com//movies/?id=ghostrider2.htm,58339700,51774002,2/17/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,16,Prom Night (2008),http://www.boxofficemojo.com//movies/?id=promnight07.htm,54561700,43869350,4/11/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,18,The Dark Tower,http://www.boxofficemojo.com//movies/?id=darktower.htm,50701300,50701325,8/4/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,20,28 Weeks Later,http://www.boxofficemojo.com//movies/?id=28weekslater.htm,37172300,28638916,5/11/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,24,The Gospel,http://www.boxofficemojo.com//movies/?id=gospel.htm,21981100,15778152,10/7/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,26,Mandela: Long Walk to Freedom,http://www.boxofficemojo.com//movies/?id=mandela2013.htm,9216300,8323085,11/29/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,28,Buffalo Soldiers,http://www.boxofficemojo.com//movies/?id=buffalosoldiers.htm,524900,354421,7/25/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,30,The Take (2016),http://www.boxofficemojo.com//movies/?id=bastilleday.htm,51100,50269,11/18/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,1,Avengers: Age of Ultron,http://www.boxofficemojo.com//movies/?id=avengers2.htm,477995400,459005868,5/1/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,3,Zootopia,http://www.boxofficemojo.com//movies/?id=disney2016.htm,353682400,341268248,3/4/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,5,Thor: The Dark World,http://www.boxofficemojo.com//movies/?id=thor2.htm,220935900,206362140,11/8/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,7,American Gangster,http://www.boxofficemojo.com//movies/?id=americangangster.htm,168871000,130164645,11/2/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,9,Prometheus,http://www.boxofficemojo.com//movies/?id=prometheus.htm,139725200,126477084,6/8/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,11,Obsessed,http://www.boxofficemojo.com//movies/?id=obsessed.htm,81712700,68261644,4/24/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,13,This Christmas,http://www.boxofficemojo.com//movies/?id=thischristmas.htm,63718800,49121934,11/21/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,15,No Good Deed (2014),http://www.boxofficemojo.com//movies/?id=nogooddeed13.htm,57762900,52543632,9/12/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,17,The Unborn (2009),http://www.boxofficemojo.com//movies/?id=unborn09.htm,51078700,42670410,1/9/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,19,Tyler Perry's Daddy's Little Girls,http://www.boxofficemojo.com//movies/?id=daddyslittlegirls.htm,40713200,31366978,2/14/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,21,The Reaping,http://www.boxofficemojo.com//movies/?id=reaping.htm,32612900,25126214,4/5/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,23,The Losers,http://www.boxofficemojo.com//movies/?id=losers.htm,26499600,23591432,4/23/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,25,The Gunman,http://www.boxofficemojo.com//movies/?id=gunman2015.htm,11484500,10664749,3/20/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,27,RockNRolla,http://www.boxofficemojo.com//movies/?id=rocknrolla.htm,7090100,5700626,10/8/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=idriselba.htm,29,Beasts of No Nation,http://www.boxofficemojo.com//movies/?id=beastsofnonation.htm,93200,90777,10/16/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=frankgrillo.htm,1,Captain America: Civil War,http://www.boxofficemojo.com//movies/?id=marvel2016.htm,417524200,408084349,5/6/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=frankgrillo.htm,3,Minority Report,http://www.boxofficemojo.com//movies/?id=minorityreport.htm,202996800,132072926,6/21/02
