link,rank,name,name_link,adjust_gross,unadjust_gross,open_date
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,4,Rambo: First Blood Part II,http://www.boxofficemojo.com//movies/?id=rambo2.htm,378369000,150415432,5/22/85
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,6,Rocky II,http://www.boxofficemojo.com//movies/?id=rocky2.htm,303058400,85182160,6/15/79
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,7,Cliffhanger,http://www.boxofficemojo.com//movies/?id=cliffhanger.htm,181294600,84049211,5/28/93
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,8,Spy Kids 3D: Game Over,http://www.boxofficemojo.com//movies/?id=spykids3.htm,165503700,111761982,7/25/03
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,10,Tango & Cash,http://www.boxofficemojo.com//movies/?id=tangoandcash.htm,135550200,63408614,12/22/89
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,12,The Specialist,http://www.boxofficemojo.com//movies/?id=specialist.htm,122547300,57362582,10/7/94
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,14,Rambo III,http://www.boxofficemojo.com//movies/?id=rambo3.htm,116710600,53715611,5/25/88
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,16,Creed,http://www.boxofficemojo.com//movies/?id=creed.htm,112818500,109767581,11/25/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,18,Rocky Balboa,http://www.boxofficemojo.com//movies/?id=rocky6.htm,93652900,70270943,12/20/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,19,Cop Land,http://www.boxofficemojo.com//movies/?id=copland.htm,87280900,44862187,8/15/97
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,21,F.I.S.T.,http://www.boxofficemojo.com//movies/?id=fist.htm,77809000,20388920,4/26/78
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,23,Daylight,http://www.boxofficemojo.com//movies/?id=daylight.htm,65915100,33023469,12/6/96
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,25,Stop! Or My Mom Will Shoot!,http://www.boxofficemojo.com//movies/?id=stopormymomwillshoot.htm,61135400,28411210,2/21/92
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,27,Rambo,http://www.boxofficemojo.com//movies/?id=rambo08.htm,53174700,42754105,1/25/08
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,29,Oscar,http://www.boxofficemojo.com//movies/?id=oscar.htm,49979800,23562716,4/26/91
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,31,Nighthawks,http://www.boxofficemojo.com//movies/?id=nighthawks.htm,47879400,14905359,4/10/81
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,33,Over the Top,http://www.boxofficemojo.com//movies/?id=overthetop.htm,36673700,16057580,2/13/87
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,35,Grudge Match,http://www.boxofficemojo.com//movies/?id=grudgematch.htm,33119000,29807260,12/25/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,37,Escape Plan,http://www.boxofficemojo.com//movies/?id=tomb.htm,26894900,25135965,10/18/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,39,Bullet to the Head,http://www.boxofficemojo.com//movies/?id=bullettothehead.htm,10673100,9489829,2/1/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,41,Eye See You (a.k.a. D-TOX),http://www.boxofficemojo.com//movies/?id=eyeseeyou.htm,121700,79161,9/20/02
http://www.boxofficemojo.com/people/chart/?view=Actor&id=sylvesterstallone.htm,42,Shade,http://www.boxofficemojo.com//movies/?id=shade.htm,36000,25032,4/9/04
http://www.boxofficemojo.com/people/chart/?view=Writer&id=duncanjones.htm,1,Warcraft,http://www.boxofficemojo.com//movies/?id=warcraft.htm,48505300,47365290,6/10/16
http://www.boxofficemojo.com/people/chart/?view=Writer&id=duncanjones.htm,2,Moon,http://www.boxofficemojo.com//movies/?id=moon09.htm,5993500,5010163,6/12/09
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,1,E.T.: The Extra-Terrestrial,http://www.boxofficemojo.com//movies/?id=et.htm,1266759200,435110554,6/11/82
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,3,Back to the Future,http://www.boxofficemojo.com//movies/?id=backtothefuture.htm,527322300,210609762,7/3/85
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,5,Men in Black,http://www.boxofficemojo.com//movies/?id=meninblack.htm,487726900,250690539,7/2/97
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,7,Transformers,http://www.boxofficemojo.com//movies/?id=transformers06.htm,414370400,319246193,7/3/07
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,9,Gremlins,http://www.boxofficemojo.com//movies/?id=gremlins.htm,406155700,153083102,6/8/84
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,11,Who Framed Roger Rabbit,http://www.boxofficemojo.com//movies/?id=whoframedrogerrabbit.htm,339931800,156452370,6/24/88
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,13,Jurassic Park III,http://www.boxofficemojo.com//movies/?id=jurassicpark3.htm,285841800,181171875,7/18/01
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,15,Transformers: Age of Extinction,http://www.boxofficemojo.com//movies/?id=transformers4.htm,271254400,245439076,6/27/14
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,17,Back to the Future Part II,http://www.boxofficemojo.com//movies/?id=backtothefuture2.htm,262102400,118450002,11/22/89
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,19,The Color Purple,http://www.boxofficemojo.com//movies/?id=colorpurple.htm,236912600,98467863,12/20/85
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,21,Casper,http://www.boxofficemojo.com//movies/?id=casper.htm,205961100,100328194,5/26/95
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,23,Lincoln,http://www.boxofficemojo.com//movies/?id=lincoln.htm,202997100,182207973,11/9/12
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,25,True Grit,http://www.boxofficemojo.com//movies/?id=truegrit2010.htm,193198800,171243005,12/22/10
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,27,The Mask of Zorro,http://www.boxofficemojo.com//movies/?id=maskofzorro.htm,178304600,94095523,7/17/98
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,29,Super 8,http://www.boxofficemojo.com//movies/?id=super8.htm,141156100,127004179,6/10/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,31,A.I. Artificial Intelligence,http://www.boxofficemojo.com//movies/?id=ai.htm,124036600,78616689,6/29/01
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,33,Arachnophobia,http://www.boxofficemojo.com//movies/?id=arachnophobia.htm,112328400,53208180,7/20/90
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,35,An American Tail,http://www.boxofficemojo.com//movies/?id=americantail.htm,111912100,47483002,11/21/86
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,37,Monster House,http://www.boxofficemojo.com//movies/?id=monsterhouse.htm,100426400,73661010,7/21/06
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,39,Always,http://www.boxofficemojo.com//movies/?id=always.htm,93584300,43858790,12/22/89
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,41,The Money Pit,http://www.boxofficemojo.com//movies/?id=moneypit.htm,90262000,37499651,3/28/86
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,43,Gremlins 2: The New Batch,http://www.boxofficemojo.com//movies/?id=gremlins2.htm,87573500,41482207,6/15/90
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,45,Twilight Zone: The Movie,http://www.boxofficemojo.com//movies/?id=twilightzone.htm,83491000,29450919,6/24/83
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,47,Memoirs of a Geisha,http://www.boxofficemojo.com//movies/?id=memoirsofageisha.htm,78988100,57490508,12/9/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,49,* batteries not included,http://www.boxofficemojo.com//movies/?id=batteriesnotincluded.htm,73212600,32945797,12/18/87
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,51,The Legend of Zorro,http://www.boxofficemojo.com//movies/?id=zorro2.htm,64698500,46464023,10/28/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,53,Innerspace,http://www.boxofficemojo.com//movies/?id=innerspace.htm,59138500,25893810,7/3/87
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,55,Continental Divide,http://www.boxofficemojo.com//movies/?id=continentaldivide.htm,50040900,15578237,9/18/81
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,57,The Lovely Bones,http://www.boxofficemojo.com//movies/?id=lovelybones.htm,49568200,44114232,12/11/09
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,59,Young Sherlock Holmes,http://www.boxofficemojo.com//movies/?id=youngsherlockholmes.htm,48499400,19739575,12/6/85
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,61,Flags of Our Fathers,http://www.boxofficemojo.com//movies/?id=flagsofourfathers.htm,45812100,33602376,10/20/06
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,63,Hereafter,http://www.boxofficemojo.com//movies/?id=hereafter.htm,36508100,32746941,10/15/10
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,65,We're Back! A Dinosaur's Story,http://www.boxofficemojo.com//movies/?id=werebackadinosaursstory.htm,20096900,9317021,11/24/93
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,67,I Wanna Hold Your Hand,http://www.boxofficemojo.com//movies/?id=iwannaholdyourhand.htm,7421400,1944682,1/1/78
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,2,Jurassic World,http://www.boxofficemojo.com//movies/?id=jurassicpark4.htm,705909400,652270625,6/12/15
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,4,Twister,http://www.boxofficemojo.com//movies/?id=twister.htm,488365000,241721524,5/10/96
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,6,Transformers: Revenge of the Fallen,http://www.boxofficemojo.com//movies/?id=transformers2.htm,481335300,402111870,6/24/09
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,8,Saving Private Ryan,http://www.boxofficemojo.com//movies/?id=savingprivateryan.htm,408521400,216540909,7/24/98
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,10,Transformers: Dark of the Moon,http://www.boxofficemojo.com//movies/?id=transformers3.htm,395249700,352390543,6/29/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,12,Men in Black II,http://www.boxofficemojo.com//movies/?id=meninblack2.htm,292674700,190418803,7/3/02
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,14,The Flintstones,http://www.boxofficemojo.com//movies/?id=flintstones.htm,278862100,130531208,5/27/94
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,16,Deep Impact,http://www.boxofficemojo.com//movies/?id=deepimpact.htm,267451900,140464664,5/8/98
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,18,Catch Me If You Can,http://www.boxofficemojo.com//movies/?id=catchmeifyoucan.htm,244826300,164615351,12/25/02
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,20,Poltergeist,http://www.boxofficemojo.com//movies/?id=poltergeist.htm,232685100,76606280,6/4/82
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,22,Schindler's List,http://www.boxofficemojo.com//movies/?id=schindlerslist.htm,205325100,96065768,12/15/93
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,24,MIB 3,http://www.boxofficemojo.com//movies/?id=mib3.htm,197469100,179020854,5/25/12
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,26,Back to the Future Part III,http://www.boxofficemojo.com//movies/?id=backtothefuture3.htm,185202700,87727583,5/25/90
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,28,The Goonies,http://www.boxofficemojo.com//movies/?id=goonies.htm,154546300,61503218,6/7/85
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,30,Eagle Eye,http://www.boxofficemojo.com//movies/?id=eagleeye.htm,126165100,101440743,9/26/08
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,32,Cowboys & Aliens,http://www.boxofficemojo.com//movies/?id=cowboysandaliens.htm,112752900,100240551,7/29/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,34,The Terminal,http://www.boxofficemojo.com//movies/?id=terminal.htm,111981500,77872883,6/18/04
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,36,The Land Before Time,http://www.boxofficemojo.com//movies/?id=landbeforetime.htm,105552400,48092846,11/18/88
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,38,Real Steel,http://www.boxofficemojo.com//movies/?id=realsteel.htm,97459800,85468508,10/7/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,40,War Horse,http://www.boxofficemojo.com//movies/?id=warhorse.htm,90405000,79884879,12/25/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,42,The Adventures of Tintin,http://www.boxofficemojo.com//movies/?id=tintin.htm,87953800,77591831,12/21/11
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,44,Amistad,http://www.boxofficemojo.com//movies/?id=amistad.htm,84737500,44229441,12/10/97
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,46,Joe Versus the Volcano,http://www.boxofficemojo.com//movies/?id=joeversusthevolcano.htm,83186800,39404261,3/9/90
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,48,Bridge of Spies,http://www.boxofficemojo.com//movies/?id=coldwar2015.htm,74252300,72313754,10/16/15
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,50,Munich,http://www.boxofficemojo.com//movies/?id=munich.htm,64911500,47403685,12/23/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,52,The Hundred-Foot Journey,http://www.boxofficemojo.com//movies/?id=100foot.htm,59880800,54240821,8/8/14
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,54,The BFG,http://www.boxofficemojo.com//movies/?id=bfg.htm,58218900,55483770,7/1/16
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,56,Dad,http://www.boxofficemojo.com//movies/?id=dad.htm,49717900,22103037,10/27/89
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,58,Empire of the Sun,http://www.boxofficemojo.com//movies/?id=empireofthesun.htm,49296500,22238696,12/11/87
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,60,An American Tail: Fievel Goes West,http://www.boxofficemojo.com//movies/?id=fievelgoeswest.htm,47277400,22166041,11/22/91
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,62,Used Cars,http://www.boxofficemojo.com//movies/?id=usedcars.htm,38891400,11715321,7/18/80
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,64,Balto,http://www.boxofficemojo.com//movies/?id=balto.htm,23043000,11348324,12/22/95
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,66,Letters from Iwo Jima,http://www.boxofficemojo.com//movies/?id=lettersfromiwojima.htm,17869800,13756082,12/20/06
http://www.boxofficemojo.com/people/chart/?view=Producer&id=stevenspielberg.htm,68,The Last Days,http://www.boxofficemojo.com//movies/?id=lastdays.htm,740800,421432,2/5/99
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,2,MIB 3,http://www.boxofficemojo.com//movies/?id=mib3.htm,197469100,179020854,5/25/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,3,Rio 2,http://www.boxofficemojo.com//movies/?id=rio2.htm,141140200,131538435,4/11/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,5,The BFG,http://www.boxofficemojo.com//movies/?id=bfg.htm,58218900,55483770,7/1/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,7,What We Do in the Shadows,http://www.boxofficemojo.com//movies/?id=whatwedointheshadows.htm,3736800,3469224,2/13/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,9,Eagle Vs. Shark,http://www.boxofficemojo.com//movies/?id=eaglevsshark.htm,287900,221846,6/15/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,11,People Places Things,http://www.boxofficemojo.com//movies/?id=peopleplacesthings.htm,72600,67046,8/14/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,13,Cheatin',http://www.boxofficemojo.com//movies/?id=cheatin.htm,15600,15077,4/3/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,1,Moana,http://www.boxofficemojo.com//movies/?id=disney1116.htm,252429600,248757044,11/23/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,4,Dinner for Schmucks,http://www.boxofficemojo.com//movies/?id=dinnerforschmucks.htm,82028300,73026337,7/30/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,6,Muppets Most Wanted,http://www.boxofficemojo.com//movies/?id=muppets2.htm,55960600,51183113,3/21/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,8,Brad's Status,http://www.boxofficemojo.com//movies/?id=bradsstatus.htm,2133200,2133158,9/15/17
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,10,Gentlemen Broncos,http://www.boxofficemojo.com//movies/?id=gentlemenbroncos.htm,133400,113682,10/30/09
http://www.boxofficemojo.com/people/chart/?view=Actor&id=jemaineclement.htm,12,Don Verdean,http://www.boxofficemojo.com//movies/?id=donverdean.htm,32100,31309,12/11/15
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,1,Live Free or Die Hard,http://www.boxofficemojo.com//movies/?id=diehard4.htm,174614500,134529403,6/27/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,2,Sky High,http://www.boxofficemojo.com//movies/?id=skyhigh.htm,89086600,63946815,7/29/05
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,3,10 Cloverfield Lane,http://www.boxofficemojo.com//movies/?id=badrobot2016.htm,74786100,72082998,3/11/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,5,Abraham Lincoln: Vampire Hunter,http://www.boxofficemojo.com//movies/?id=abrahamlincolnvampirehunter.htm,41958000,37519139,6/22/12
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,7,Grindhouse,http://www.boxofficemojo.com//movies/?id=grindhouse.htm,32498300,25037897,4/6/07
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,9,The Thing (2011),http://www.boxofficemojo.com//movies/?id=thing11.htm,19039400,16928670,10/14/11
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,11,The Spectacular Now,http://www.boxofficemojo.com//movies/?id=spectacularnow.htm,7785800,6854611,8/2/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,13,Kill the Messenger,http://www.boxofficemojo.com//movies/?id=killthemessenger.htm,2636900,2450846,10/10/14
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,15,The Hollars,http://www.boxofficemojo.com//movies/?id=thehollars.htm,1060300,1016985,8/26/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,17,A.C.O.D.,http://www.boxofficemojo.com//movies/?id=acod.htm,187900,175705,10/4/13
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,4,Final Destination 3,http://www.boxofficemojo.com//movies/?id=finaldestination3.htm,73755100,54098051,2/10/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,6,Scott Pilgrim vs. the World,http://www.boxofficemojo.com//movies/?id=scottpilgrim.htm,35410300,31524275,8/13/10
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,8,Black Christmas (2006),http://www.boxofficemojo.com//movies/?id=blackchristmas.htm,21593000,16273581,12/25/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,10,Bobby,http://www.boxofficemojo.com//movies/?id=bobby.htm,15311900,11242801,11/17/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,12,Swiss Army Man,http://www.boxofficemojo.com//movies/?id=swissarmyman.htm,4414200,4210454,6/24/16
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,14,Factory Girl,http://www.boxofficemojo.com//movies/?id=factorygirl.htm,2174400,1675241,12/29/06
http://www.boxofficemojo.com/people/chart/?view=Actor&id=maryelizabethwinstead.htm,16,Smashed,http://www.boxofficemojo.com//movies/?id=smashed.htm,417800,376597,10/12/12
http://www.boxofficemojo.com/people/chart/?view=Writer&id=jeffhoward.htm,1,Ouija: Origin of Evil,http://www.boxofficemojo.com//movies/?id=blumhouse3.htm,35704300,35144505,10/21/16
http://www.boxofficemojo.com/people/chart/?view=Writer&id=jeffhoward.htm,2,Oculus,http://www.boxofficemojo.com//movies/?id=oculus.htm,29690100,27695246,4/11/14
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,1,Straight Outta Compton,http://www.boxofficemojo.com//movies/?id=straightouttacompton.htm,174392000,161197785,8/14/15
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,3,Are We There Yet?,http://www.boxofficemojo.com//movies/?id=arewethereyet.htm,115176700,82674398,1/21/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,5,Ride Along 2,http://www.boxofficemojo.com//movies/?id=ridealong2.htm,94934600,91221830,1/15/16
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,7,Are We Done Yet?,http://www.boxofficemojo.com//movies/?id=arewedoneyet.htm,64460200,49662533,4/4/07
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,9,Friday After Next,http://www.boxofficemojo.com//movies/?id=fridayafternext.htm,51038000,33253609,11/22/02
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,11,First Sunday,http://www.boxofficemojo.com//movies/?id=firstsunday.htm,47177100,37931869,1/11/08
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,13,All About the Benjamins,http://www.boxofficemojo.com//movies/?id=allaboutthebenjamins.htm,39833500,25916319,3/8/02
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,15,The Longshots,http://www.boxofficemojo.com//movies/?id=longshots.htm,14349000,11537046,8/22/08
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,2,Ride Along,http://www.boxofficemojo.com//movies/?id=ridealong.htm,151302100,134938200,1/17/14
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,4,Next Friday,http://www.boxofficemojo.com//movies/?id=nextfriday.htm,94980400,57328603,1/12/00
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,6,Barbershop 2: Back in Business,http://www.boxofficemojo.com//movies/?id=barbershop2.htm,93630200,65111277,2/6/04
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,8,Friday,http://www.boxofficemojo.com//movies/?id=friday.htm,56387400,27467564,4/28/95
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,10,Beauty Shop,http://www.boxofficemojo.com//movies/?id=beautyshop.htm,50642400,36351350,3/30/05
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,12,The Players Club,http://www.boxofficemojo.com//movies/?id=playersclub.htm,43884400,23047939,4/10/98
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,14,Lottery Ticket,http://www.boxofficemojo.com//movies/?id=lotteryticket.htm,27767100,24719879,8/20/10
http://www.boxofficemojo.com/people/chart/?view=Producer&id=icecube.htm,16,Dangerous Ground,http://www.boxofficemojo.com//movies/?id=dangerousground.htm,10319000,5303931,2/14/97
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,1,Home Alone,http://www.boxofficemojo.com//movies/?id=homealone.htm,604866400,285761243,11/16/90
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,3,Wedding Crashers,http://www.boxofficemojo.com//movies/?id=weddingcrashers.htm,291521900,209255921,7/15/05
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,5,Bringing Down the House,http://www.boxofficemojo.com//movies/?id=bringingdownthehouse.htm,196543900,132716677,3/7/03
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,7,Ace Ventura: Pet Detective,http://www.boxofficemojo.com//movies/?id=aceventura.htm,154282600,72217396,2/4/94
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,9,The Wedding Planner,http://www.boxofficemojo.com//movies/?id=weddingplanner.htm,95296800,60400856,1/26/01
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,11,Pitch Perfect,http://www.boxofficemojo.com//movies/?id=pitchperfect.htm,72118400,65001093,9/28/12
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,13,A Walk to Remember,http://www.boxofficemojo.com//movies/?id=walktoremember.htm,63449200,41281092,1/25/02
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,15,Horrible Bosses 2,http://www.boxofficemojo.com//movies/?id=horriblebosses2.htm,58698100,54445357,11/26/14
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,17,Blended,http://www.boxofficemojo.com//movies/?id=blended.htm,49740000,46294610,5/23/14
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,19,My Fellow Americans,http://www.boxofficemojo.com//movies/?id=myfellowamericans.htm,43860400,22313201,12/20/96
http://www.boxofficemojo.com/people/chart/?view=Cinematographer&id=juliomacat.htm,21,Winnie the Pooh,http://www.boxofficemojo.com//movies/?id=winniethepooh.htm,30021100,26692846,7/15/11
