,author,author_link,date,iscore,meta_movie_name,mixed,moviename,moviename_x,negative,num_crit,positive,rank,release_date,source,source_link,summary,total_score
5311,Daniel Schindel,http://www.metacritic.com/critic/daniel-schindel?filter=movies,"Jun  2, 2016",50,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",The Film Stage,http://www.metacritic.com/publication/the-film-stage?filter=movies,It’s surprisingly enjoyable even if you aren’t already in the bag for the turtles.,40
5312,Tim Grierson,http://www.metacritic.com/critic/tim-grierson?filter=movies,"Jun  2, 2016",50,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Screen International,http://www.metacritic.com/publication/screen-international?filter=movies,"Packed with better action sequences and a smidgeon more emotional resonance, this sequel may be more engaging than its predecessor, but the franchise remains a rather clattering and crude affair.",40
5313,Frank Scheck,http://www.metacritic.com/critic/frank-scheck?filter=movies,"Jun  2, 2016",50,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",The Hollywood Reporter,http://www.metacritic.com/publication/the-hollywood-reporter?filter=movies,"The film fares best when it slows down a bit and allows the Turtles' personalities, which are quite engaging, to shine through via their amusing comic banter.",40
5314,Michael Nordine,http://www.metacritic.com/critic/michael-nordine?filter=movies,"Jun  2, 2016",42,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",TheWrap,http://www.metacritic.com/publication/thewrap?filter=movies,"Out of the Shadows stumbles from one set piece to the next, rarely offering viewers much reason to care in between, and its halfhearted attempts at moving toward the “dark and gritty” end of the comic-book spectrum never land.",40
5315,Nick Schager,http://www.metacritic.com/critic/nick-schager?filter=movies,"Jun  2, 2016",42,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",The Playlist,http://www.metacritic.com/publication/the-playlist?filter=movies,"Out of the Shadows’ barrels forward like such a rampaging beast that it decimates everything – plot, character, emotion, basic visual lucidity – in its wake.",40
5316,Marc Savlov,http://www.metacritic.com/critic/marc-savlov?filter=movies,"Jun  8, 2016",40,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Austin Chronicle,http://www.metacritic.com/publication/austin-chronicle?filter=movies,"No groundbreaking cinemagic there, but Out of the Shadows’ oddball moments keep things weirdly surreal throughout.",40
5317,Glenn Kenny,http://www.metacritic.com/critic/glenn-kenny?filter=movies,"Jun  2, 2016",40,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",The New York Times,http://www.metacritic.com/publication/the-new-york-times?filter=movies,"This movie is, it happens, easier to sit through than the 2014 film. The 3-D action, overseen by the director Dave Green, is not wholly incoherent. The production values (showcasing new mutants and many gear-heavy extra-dimensional machines undreamed of in any actual engineering philosophy) are ultrashiny. And there are even a couple of amusing, albeit unmemorable, sight gags and one-liners.",40
5318,Matt Singer,http://www.metacritic.com/critic/matt-singer?filter=movies,"Jun  2, 2016",40,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",ScreenCrush,http://www.metacritic.com/publication/screencrush?filter=movies,"True, Out of the Shadows is an improvement over the last Ninja Turtles movie, but only in the way that a mild cold is an improvement over the flu. It’s not good, but at least it’s not so terrible that it makes you want to lie in bed for a few days.",40
5319,Emma Thrower,,"May 30, 2016",40,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Empire,http://www.metacritic.com/publication/empire?filter=movies,"Considerably better than its predecessor, the central four may give it their all but the people behind this franchise sadly don’t seem all that interested in their crime-fighting, pizza-eating heroes.",40
5320,Katie Walsh,http://www.metacritic.com/critic/katie-walsh?filter=movies,"Jun  2, 2016",38,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Chicago Tribune,http://www.metacritic.com/publication/chicago-tribune?filter=movies,"Ultimately, any sass, sentiment and personality are obliterated in the noisy chaos of the climax, which is a grayish brown blur of flying spaceship parts, whirling turtle shells and shouts of ""the beacon!"" It's more cacophonous than cinematic, and loses the quirky charm of the cartoon in the avalanche of computer-generated violence.",40
5321,Roger Moore,http://www.metacritic.com/critic/roger-moore?filter=movies,"Jun  2, 2016",38,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Movie Nation,http://www.metacritic.com/publication/movie-nation?filter=movies,"It’s still just a patience-testing bauble for anybody over the age of 12. The Turtles, in this latest incarnation, were and remain shiny but stupid entertainment for kids.",40
5322,Marten Carlson,,"Jun  2, 2016",33,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Consequence of Sound,http://www.metacritic.com/publication/consequence-of-sound?filter=movies,"To his credit, Green makes great use of wide-angle photography so the action feels comprehensible, with surprisingly long shots and effective editing. It’s just a shame the director’s talents are wasted on this brand-stamped mess.",40
5323,Geoff Berkshire,http://www.metacritic.com/critic/geoff-berkshire?filter=movies,"Jun  2, 2016",30,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Variety,http://www.metacritic.com/publication/variety?filter=movies,"Visual spectacle still takes precedence over coherent plotting, and the human characters retain all the gravitas of generic placeholders who accidentally made it into the shooting script.",40
5324,Peter Travers,http://www.metacritic.com/critic/peter-travers?filter=movies,"Jun  3, 2016",25,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Rolling Stone,http://www.metacritic.com/publication/rolling-stone?filter=movies,"Cowabunga, the vigilante demi-gods on a half shell are back, and more inane and irritating than ever. Their antics make the 112 minutes it takes to watch this frenetic followup to 2014's Teenage Mutant Ninja Turtles a torturous mindfuck for any sentient being over the age of  infancy.",40
5325,Simon Abrams,http://www.metacritic.com/critic/simon-abrams?filter=movies,"Jun  3, 2016",25,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",RogerEbert.com,http://www.metacritic.com/publication/rogerebertcom?filter=movies,"This is the kind of movie that leaves you with the impression that more thought was put into catchphrases and fan service than into a compelling plot, thoughtful characterizations or imaginative action choreography.",40
5326,Tirdad Derakhshani,http://www.metacritic.com/critic/tirdad-derakhshani?filter=movies,"Jun  3, 2016",25,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Philadelphia Inquirer,http://www.metacritic.com/publication/philadelphia-inquirer?filter=movies,"A subpar 3D action comedy featuring four giant motion-capture animated turtles and a raft of human costars, including the dreamy-eyed Fox, wide-shouldered Perry, a remarkably slender Will Arnett, and Laura Linney, who looks tired and uncomfortable throughout the proceedings.",40
5327,Peter Hartlaub,http://www.metacritic.com/critic/peter-hartlaub?filter=movies,"Jun  2, 2016",25,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",San Francisco Chronicle,http://www.metacritic.com/publication/san-francisco-chronicle?filter=movies,"There are isolated moments of humor, and even charm. The visual effects are at times outstanding. But these positives are overwhelmed by the uninspired whole.",40
5328,Cath Clarke,,"Jun  8, 2016",20,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",Time Out,http://www.metacritic.com/publication/time-out?filter=movies,"Forget cowabunga, this is cowadunga. Still, the Oscar for Most Shamefully Contrived Scene goes to the scriptwriters for managing to get franchise eye-candy Megan Fox into a sexy schoolgirl outfit, which, any shorter, would land the film with an R rating.",40
5329,Mike McCahill,http://www.metacritic.com/critic/mike-mccahill?filter=movies,"May 31, 2016",20,Teenage Mutant Ninja Turtles: Out of the Shadows,16,Teenage Mutant Ninja Turtles: Out of the Shadows,,10,30.0,4,37,"June 3, 2016",The Guardian,http://www.metacritic.com/publication/the-guardian?filter=movies,"It’s soon clear that OOTS follows the model of Bay’s Transformers sequels. Longer, louder and boasting even more hardware, it does everything to generate the illusion of bleeding-edge bang-per-buck, while cribbing shamelessly from 1991’s Secret of the Ooze.",40
5330,Mick LaSalle,http://www.metacritic.com/critic/mick-lasalle?filter=movies,"Jul  7, 2016",100,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",San Francisco Chronicle,http://www.metacritic.com/publication/san-francisco-chronicle?filter=movies,Comedy is getting more and more nasty and more and more funny. But it’s hard to imagine any movie more nasty-funny than Mike and Dave Need Wedding Dates.,51
5331,Edward Douglas,http://www.metacritic.com/critic/edward-douglas?filter=movies,"Jul  5, 2016",80,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",New York Daily News,http://www.metacritic.com/publication/new-york-daily-news?filter=movies,"As dumb as ""Mike and Dave"" can get, it's a surprisingly fun summer comedy and icing on the (wedding) cake for fans of the raunchiest of humor.",51
5332,Jordan Hoffman,http://www.metacritic.com/critic/jordan-hoffman?filter=movies,"Jul  5, 2016",80,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Guardian,http://www.metacritic.com/publication/the-guardian?filter=movies,Plaza has found her Ron Burgundy: the vessel of a true imbecile in which to pour her strange genius.,51
5333,Bill Zwecker,http://www.metacritic.com/critic/bill-zwecker?filter=movies,"Jul  7, 2016",75,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Chicago Sun-Times,http://www.metacritic.com/publication/chicago-sun-times?filter=movies,"This is not great moviemaking by any stretch of the imagination, but the spot-on comic timing of the principals here — especially former “Parks and Recreation” star Plaza — captured my funny bone and kept it happily working overtime from start to finish.",51
5334,Leah Greenblatt,http://www.metacritic.com/critic/leah-greenblatt?filter=movies,"Jul  7, 2016",75,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Entertainment Weekly,http://www.metacritic.com/publication/entertainment-weekly?filter=movies,"Efron and Devine are an endearingly loony duo, and as much as Plaza and Kendrick never quite sell their vixen shtick, the supporting cast is wickedly stacked. It’s like riding a roller coaster fueled by Red Bull and grain alcohol: kind of gross but pretty fun, too.",51
5335,Kyle Smith,http://www.metacritic.com/critic/kyle-smith?filter=movies,"Jul  7, 2016",75,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",New York Post,http://www.metacritic.com/publication/new-york-post?filter=movies,"As filthy as the back of a sanitation truck — but it has heart, too. Most of the comedy is funny, some of it is hilarious.",51
5336,David Ehrlich,http://www.metacritic.com/critic/david-ehrlich?filter=movies,"Jul  5, 2016",75,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Indiewire,http://www.metacritic.com/publication/indiewire?filter=movies,"Mike and Dave Need Wedding Dates may not be the first Apatow-era comedy about twentysomethings coming to grips with the fact that they won’t live forever (and it’s certainly not the deepest, as it lingers in your memory for about as long as a Snapchat), but it might just be one of the funniest.",51
5337,Owen Gleiberman,http://www.metacritic.com/critic/owen-gleiberman?filter=movies,"Jul  5, 2016",70,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Variety,http://www.metacritic.com/publication/variety?filter=movies,"What’s funny and winning about Mike and Dave Need Wedding Dates is that it’s a comedy of equal-opportunity raunch, where everyone in sight is right at home inside the animal house.",51
5338,Jesse Hassenger,http://www.metacritic.com/critic/jesse-hassenger?filter=movies,"Jul  6, 2016",67,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The A.V. Club,http://www.metacritic.com/publication/the-av-club?filter=movies,There’s something liberating about a comedy where all four central characters f--k up with such youthful bravado.,51
5339,Peter Travers,http://www.metacritic.com/critic/peter-travers?filter=movies,"Jul  8, 2016",63,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Rolling Stone,http://www.metacritic.com/publication/rolling-stone?filter=movies,"It's a bummer that the jokes don't land often enough, especially in the final third when the tone takes a turn for the tame. WTF!?!",51
5340,Molly Eichel,http://www.metacritic.com/critic/molly-eichel?filter=movies,"Jul  7, 2016",63,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Philadelphia Inquirer,http://www.metacritic.com/publication/philadelphia-inquirer?filter=movies,"It wants to be ""Wedding Crashers,"" but it's not nearly as memorable, smart, or sweet.",51
5341,Stephanie Merry,http://www.metacritic.com/critic/stephanie-merry?filter=movies,"Jul  7, 2016",63,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Washington Post,http://www.metacritic.com/publication/washington-post?filter=movies,"Mike and Dave Need Wedding Dates is uproarious and flamboyantly raunchy, utterly stupid yet also occasionally winning",51
5342,Roger Moore,http://www.metacritic.com/critic/roger-moore?filter=movies,"Jul  6, 2016",63,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Movie Nation,http://www.metacritic.com/publication/movie-nation?filter=movies,"The girls go wild and they make “Mike and Dave” as nasty as they wanna be, and a pleasant, pervy surprise of a summer comedy.",51
5343,Eric Henderson,http://www.metacritic.com/critic/eric-henderson?filter=movies,"Jul  5, 2016",63,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Slant Magazine,http://www.metacritic.com/publication/slant-magazine?filter=movies,"Much like with Neighbors 2, Mike and Dave’s obvious ace in the hole is its commitment to gender parity.",51
5344,Tim Robey,http://www.metacritic.com/critic/tim-robey?filter=movies,"Aug 11, 2016",60,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Telegraph,http://www.metacritic.com/publication/the-telegraph?filter=movies,Give the film this much: it’s egalitarian in its imbecility.,51
5345,Joshua Rothkopf,http://www.metacritic.com/critic/joshua-rothkopf?filter=movies,"Jul  8, 2016",60,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Time Out,http://www.metacritic.com/publication/time-out?filter=movies,"Mike and Dave Need Wedding Dates follows a sturdy trajectory toward incipient maturity (and ceremonial catastrophe). If you don’t think about it too hard, you won’t hate it.",51
5346,John Fink,http://www.metacritic.com/critic/john-fink?filter=movies,"Jul 12, 2016",58,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Film Stage,http://www.metacritic.com/publication/the-film-stage?filter=movies,Mike and Dave Need Wedding Dates is a funny-enough summer comedy that never quite breaks free from the countless raunchy iterations that have come before it.,51
5347,James Berardinelli,http://www.metacritic.com/critic/james-berardinelli?filter=movies,"Jul  8, 2016",50,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",ReelViews,http://www.metacritic.com/publication/reelviews?filter=movies,"Like much of what transpires during the course of this production, it’s just crass.",51
5348,Ty Burr,http://www.metacritic.com/critic/ty-burr?filter=movies,"Jul  7, 2016",50,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Boston Globe,http://www.metacritic.com/publication/boston-globe?filter=movies,"Mike and Dave Need Wedding Dates lopes along with bumptious likability but no real energy, urgency, structure, or wit.",51
5349,Moira Macdonald,http://www.metacritic.com/critic/moira-macdonald?filter=movies,"Jul  7, 2016",50,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Seattle Times,http://www.metacritic.com/publication/the-seattle-times?filter=movies,"You’ve seen this cheery, slapdash blend of raunch, cocktails and summer dresses before.",51
5350,Todd McCarthy,http://www.metacritic.com/critic/todd-mccarthy?filter=movies,"Jul  5, 2016",50,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Hollywood Reporter,http://www.metacritic.com/publication/the-hollywood-reporter?filter=movies,"Mike and Dave Need Wedding Dates rates medium on the grossness scale (an all-body, pre-marital naked-Indian-guru-administered massage for the bride with a happy ending, anyone?), and pretty high in crude talk. But it's kind of a dud when it comes to endurance and imaginative moves.",51
5351,Clint Worthington,http://www.metacritic.com/critic/clint-worthington?filter=movies,"Jul  6, 2016",42,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Consequence of Sound,http://www.metacritic.com/publication/consequence-of-sound?filter=movies,"It’s a frustrating experience; a lot of the individual gags work quite well, but they never build to anything cohesive.",51
5352,John Nugent,,"Aug  3, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Empire,http://www.metacritic.com/publication/empire?filter=movies,A strong cast can’t rescue the repetitively crude and recklessly derivative material. Mike and Dave need a lot more help than in merely finding wedding dates.,51
5353,Mike Scott,http://www.metacritic.com/critic/mike-scott?filter=movies,"Jul  7, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",New Orleans Times-Picayune,http://www.metacritic.com/publication/new-orleans-times-picayune?filter=movies,"Unfortunately, director Jake Szymanski's bad-boy farce from there quickly becomes a textbook example of the law of diminishing returns.",51
5354,Katie Walsh,http://www.metacritic.com/critic/katie-walsh?filter=movies,"Jul  7, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Los Angeles Times,http://www.metacritic.com/publication/los-angeles-times?filter=movies,"On the wildly uneven rollercoaster that is Mike and Dave Need Wedding Dates, the lows far outweigh the highs.",51
5355,Bill Goodykoontz,http://www.metacritic.com/critic/bill-goodykoontz?filter=movies,"Jul  7, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Arizona Republic,http://www.metacritic.com/publication/arizona-republic?filter=movies,Mike and Dave Need Wedding Dates gives us too much hangover and not enough buzz.,51
5356,Steve Davis,http://www.metacritic.com/critic/steve-davis?filter=movies,"Jul  6, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Austin Chronicle,http://www.metacritic.com/publication/austin-chronicle?filter=movies,"Scatologically speaking, Mike and Dave Need Wedding Dates is best described as one of those summer movie turds: It passes easily and then disappears with a single flush. It’s crap any way you look at it, though there are less pleasant ways to spend your time on a day marked by triple-digit temperatures.",51
5357,Tim Grierson,http://www.metacritic.com/critic/tim-grierson?filter=movies,"Jul  6, 2016",40,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",Screen International,http://www.metacritic.com/publication/screen-international?filter=movies,There’s very little that’s shocking — and not nearly enough that is funny — about this romantic comedy.,51
5358,Christy Lemire,http://www.metacritic.com/critic/christy-lemire?filter=movies,"Jul  7, 2016",38,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",RogerEbert.com,http://www.metacritic.com/publication/rogerebertcom?filter=movies,Confuses repetitive raunchiness with daring humor. It hammers us over the head with the same handful of jokes in the hopes of beating us into submission. And it strains the screen appeal of a group of actors who normally are enormously likable.,51
5359,Johanna Schneller,,"Jul  7, 2016",25,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The Globe and Mail (Toronto),http://www.metacritic.com/publication/the-globe-and-mail-toronto?filter=movies,"You may think I’m being too hard on this film. It’s possible I saw it on the wrong night, in the wrong mood. But I’m fed up with the cheap laziness of this strain of comedy. When I was eight, I found it side-splitting that Ken’s doll hand was moulded in a curve that fit perfectly over Barbie’s breast. But then I grew up.",51
5360,Robert Abele,http://www.metacritic.com/critic/robert-abele?filter=movies,"Jul  5, 2016",20,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",TheWrap,http://www.metacritic.com/publication/thewrap?filter=movies,"Built on a shaky comic premise based on a real Craigslist ad posted by a pair of party animals — and smacked to life with relentlessly feeble, dopey improvisation and unoriginal crudity — “Mike and Dave” is more likely to tarnish its cast’s comedy-chops goodwill than to foster a desire to see any more raunch-till-you-drop yukfests.",51
5361,Manohla Dargis,http://www.metacritic.com/critic/manohla-dargis?filter=movies,"Jul  7, 2016",10,Mike and Dave Need Wedding Dates,14,Mike and Dave Need Wedding Dates,,4,32.0,14,71,"July 8, 2016",The New York Times,http://www.metacritic.com/publication/the-new-york-times?filter=movies,"Witless, soulless, often amateurish and filled with product placements (nice going, Coors), the movie has nothing going for it other than some wasted talent.",51
5362,Dave White,http://www.metacritic.com/critic/dave-white?filter=movies,"Sep 14, 2016",80,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",TheWrap,http://www.metacritic.com/publication/thewrap?filter=movies,"Hillsong — Let Hope Rise stands out against that harsh tone of much recent Christian indie cinema by being a winning, friendly, and at times moving film.",43
5363,Kevin Crust,http://www.metacritic.com/critic/kevin-crust?filter=movies,"Sep 15, 2016",60,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",Los Angeles Times,http://www.metacritic.com/publication/los-angeles-times?filter=movies,The film is at its most effective when band members and lead pastor Brian Houston testify to the strength their faith provides during times of crisis.,43
5364,Katie Rife,http://www.metacritic.com/critic/katie-rife?filter=movies,"Sep 16, 2016",50,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",The A.V. Club,http://www.metacritic.com/publication/the-av-club?filter=movies,"Structurally, Hillsong: Let Hope Rise is hopelessly confused, jumping back and forth in time and space documenting the buildup to a big Hillsong United show at The Forum in Los Angeles, where the band will debut its new album.",43
5365,Frank Scheck,http://www.metacritic.com/critic/frank-scheck?filter=movies,"Sep 19, 2016",40,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",The Hollywood Reporter,http://www.metacritic.com/publication/the-hollywood-reporter?filter=movies,"It provides only scant background information and no deep insights about the musicians, other than that they seem like very nice people who apparently perform more for the love of church than money.",43
5366,Roger Moore,http://www.metacritic.com/critic/roger-moore?filter=movies,"Sep 20, 2016",38,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",Movie Nation,http://www.metacritic.com/publication/movie-nation?filter=movies,"The charms of Hillsong: Let Hope Rise, essentially a tour documentary about a big pop band created by an Australian megachurch, plum evaded me.",43
5367,Andy Webster,http://www.metacritic.com/critic/andy-webster?filter=movies,"Sep 15, 2016",30,Hillsong - Let Hope Rise,3,Hillsong - Let Hope Rise,,2,6.0,1,157,"September 16, 2016",The New York Times,http://www.metacritic.com/publication/the-new-york-times?filter=movies,“He can move the mountains.” “I was blind but now I see.” Those lines are but drops in the torrent of clichés saturating Michael John Warren’s narcotizing documentary Hillsong — Let Hope Rise.,43
5368,Drew McWeeny,http://www.metacritic.com/critic/drew-mcweeny?filter=movies,"Jul 10, 2016",91,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",Hitfix,http://www.metacritic.com/publication/hitfix?filter=movies,"The original Ghostbusters will always be a classic that means something special to me. The good news is, there’s a whole new generation that’s about to feel that way about this one. And more power to them.",60
5369,Calvin Wilson,http://www.metacritic.com/critic/calvin-wilson?filter=movies,"Jul 14, 2016",88,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",St. Louis Post-Dispatch,http://www.metacritic.com/publication/st-louis-post-dispatch?filter=movies,This reboot starring some of today’s finest comic actors — male or female — is a wonderfully hilarious and boldly imaginative creation in its own right.,60
5370,Barry Hertz,http://www.metacritic.com/critic/barry-hertz?filter=movies,"Jul 10, 2016",88,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",The Globe and Mail (Toronto),http://www.metacritic.com/publication/the-globe-and-mail-toronto?filter=movies,"Paul Feig’s female-led reboot of the long-dormant franchise is thrilling, hilarious, lovingly crafted and the wild, colourful, giddy blockbuster this otherwise staid summer movie season so desperately needs.",60
5371,Tasha Robinson,http://www.metacritic.com/critic/tasha-robinson?filter=movies,"Jul 13, 2016",82,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",The Verge,http://www.metacritic.com/publication/the-verge?filter=movies,"Ghostbusters is a lively, hilarious crowd-pleaser, which is all that's really required of a big summer action comedy.",60
5372,Nigel M Smith,http://www.metacritic.com/critic/nigel-m-smith?filter=movies,"Jul 14, 2016",80,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",The Guardian,http://www.metacritic.com/publication/the-guardian?filter=movies,"Though hats are respectfully doffed, this is a four-woman show, deftly managed to allow all the leads – McCarthy, Kristen Wiig, Kate McKinnon and Leslie Jones – a chance to showcase their own distinct brands of comedy.",60
5373,Joe Walsh,http://www.metacritic.com/critic/joe-walsh?filter=movies,"Jul 10, 2016",80,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",CineVue,http://www.metacritic.com/publication/cinevue?filter=movies,"Yes, the cynical argument that Sony needed a franchise to hold its own against the might of Marvel may have something in it. But put the cynicism aside and what you have is a hilarious action-comedy that puts four great comedic women front and centre, with Feig dexterously balancing homage with originality.",60
5374,Robbie Collin,http://www.metacritic.com/critic/robbie-collin?filter=movies,"Jul 10, 2016",80,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",The Telegraph,http://www.metacritic.com/publication/the-telegraph?filter=movies,"Its jokes, effects and sparkler-bright cast chemistry need nothing to fall back on.",60
5375,Stephanie Zacharek,http://www.metacritic.com/critic/stephanie-zacharek?filter=movies,"Jul 10, 2016",80,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",Time,http://www.metacritic.com/publication/time?filter=movies,"The movie glows with vitality, thanks largely to the performers, who revel in one another’s company.",60
5376,Joshua Rothkopf,http://www.metacritic.com/critic/joshua-rothkopf?filter=movies,"Jul 10, 2016",80,Ghostbusters,19,Ghostbusters (2016),,3,52.0,30,21,"July 15, 2016",Time Out,http://www.metacritic.com/publication/time-out?filter=movies,It turns out it’s okay to cross streams: Here’s a summer movie starring a girl squad proud of its big brains and tacky jumpsuits. You could call that a supernatural event in itself.,60
